idimovel,localizacao,proprietario,preco_compra,preco_aluguel
76210,"Setor Joaquim da Luz, 2
Lagoinha Leblon
32379-543 Ferreira / RJ",Caleb Araújo,551866,1016
45169,"Morro Manuela Pinto, 2
Nova Granada
87548-829 Carvalho / RN",Sr. Theodoro Correia,629453,2172
71310,"Ladeira de Sá, 94
Beija Flor
57272-253 Marques da Prata / MG",Antônio Castro,281267,3281
86513,"Feira Borges, 429
Conjunto Jardim Filadélfia
76234-381 Montenegro da Prata / PA",Rebeca Fonseca,937064,2710
5723,"Travessa Aylla Aparecida
Jardim Do Vale
52538681 da Rocha de Minas / AP",Luara Jesus,184085,543
34009,"Fazenda de Moreira, 14
Novo Ouro Preto
48227-708 Fernandes / MA",João Vitor Caldeira,462478,2567
55045,"Trevo Eloá Viana, 33
Vila Canto Do Sabiá
62833468 Gonçalves Alegre / AC",Davi Lucas Carvalho,581644,3299
18949,"Passarela Cirino, 7
Vila Boa Vista
86825442 da Mata Grande / MA",Mateus Câmara,653903,2282
30138,"Via José Miguel Azevedo, 423
Ouro Minas
46593-116 Monteiro / PB",Brayan Sousa,635447,1161
56366,"Via Cardoso, 13
Novo São Lucas
37835011 Jesus / RJ",Sra. Maria Helena Melo,786620,2896
94528,"Sítio de Cavalcanti, 18
Jardim Felicidade
74045427 Vasconcelos / PI",Thales Pimenta,522281,1055
38790,"Rua Câmara, 220
Maria Tereza
61900077 Silveira / AL",João Miguel Aparecida,416862,1518
11490,"Estação de Cassiano, 91
Nova Pampulha
72410-257 Novais / GO",Luara Pacheco,989552,1054
26751,"Quadra de Rodrigues, 40
Jardim Atlântico
70344-149 Mendonça das Flores / PA",Théo Sampaio,962568,3244
24245,"Via de Cunha, 78
Vila Nova Gameleira 3ª Seção
94049564 Castro do Galho / MG",Lucca Dias,809909,3020
4231,"Esplanada Theo Rios, 59
Cardoso
73607578 Pires / PA",Fernando Vargas,646244,1455
13146,"Morro Brenda Nunes, 27
Ermelinda
20610-728 Pimenta da Prata / AL",Srta. Beatriz Cunha,277901,4218
5220,"Condomínio Rodrigo da Cruz, 534
Vila Minaslandia
07933-058 Aragão do Norte / ES",Maria Eduarda Albuquerque,568314,2910
23809,"Passarela Machado, 79
Vila Sumaré
07687-673 Gonçalves / DF",Liam das Neves,602635,4782
80010,"Viela de Novaes, 63
Vila Canto Do Sabiá
20940-180 da Rosa / SC",Sr. Davi Lucca Porto,274566,3076
52957,"Sítio Allana Aparecida, 32
Conjunto Lagoa
78355-036 Rezende Paulista / PR",Yuri Alves,948389,3708
71457,"Feira Hellena Barbosa
Marajó
90492-581 Fernandes do Amparo / GO",Davi Miguel Vargas,666492,2455
57098,"Feira de Moura, 7
Diamante
20374041 Andrade Verde / CE",Sara Melo,750916,4574
18761,"Condomínio de Teixeira, 7
Sion
65376782 Santos / GO",Maysa Guerra,809370,3279
48362,"Estrada Luan da Conceição, 40
Vila Bandeirantes
27511-184 da Mota do Amparo / MG",Anna Liz Rodrigues,775298,2667
60814,"Feira de Vasconcelos, 719
Jardim Atlântico
71837628 Pacheco do Amparo / PA",Ana Júlia Sales,725677,1676
655,"Jardim Gomes, 1
Vila Olhos D'água
65260-441 Martins Paulista / TO",Ana Beatriz Moura,553316,2841
46170,"Via Larissa Castro, 81
Eymard
66081803 Caldeira de Goiás / SE",Juliana da Rocha,182976,3366
89602,"Parque Guerra, 1
Vista Do Sol
26910422 Macedo da Mata / SE",Ana Julia Costela,377783,509
42311,"Rua de Melo, 40
Vila Paquetá
54953279 da Costa / MS",Jade Fernandes,340056,2892
71360,"Viaduto Macedo, 35
Corumbiara
23076318 da Mota / PA",Yago Almeida,233921,3210
93509,"Rua de Azevedo, 5
Barreiro
08402-542 Pimenta da Mata / MT",Sr. Rafael Leão,484541,3586
78614,"Trecho de Porto, 16
Pongelupe
83523650 Sousa Verde / TO",Marcela Sales,113056,2709
56434,"Feira Viana, 447
Bairro Das Indústrias Ii
79771-576 Sales de Rios / BA",Aylla Pinto,358131,1464
94330,"Quadra de Novaes, 85
Dom Silverio
02458-993 Sampaio / RN",Daniela Nogueira,849733,2802
55232,"Colônia Azevedo, 49
Acaba Mundo
74382108 Cardoso Paulista / SP",Bernardo Rios,739756,1003
48236,"Aeroporto de Aparecida, 59
Piratininga
04002-987 Almeida do Oeste / RO",Zoe Guerra,842482,1808
88155,"Vila Borges, 186
Nova Cachoeirinha
52828152 Dias / AM",Helena Fonseca,280369,1896
92010,"Distrito de Melo, 38
Vila Antena Montanhês
69931-893 da Rocha da Mata / PE",Ana Cecília Cirino,218710,4681
35570,"Ladeira Brito, 93
Paulo Vi
58835123 Silva / PA",Yan Rodrigues,544159,1817
84360,"Praça Macedo, 86
Paulo Vi
19134824 Fogaça / MS",Sra. Hadassa da Paz,209666,4794
63586,"Avenida de Nascimento, 6
Jardim Alvorada
90939-498 Camargo de Minas / PB",José da Luz,304272,1969
33011,"Residencial de Peixoto, 802
Boa Vista
17159180 Freitas / RO",Lucca Peixoto,797773,1857
11545,"Feira Leandro Ribeiro, 99
Vila Trinta E Um De Março
86533-259 Cavalcanti de Cunha / MS",Bruna Casa Grande,431743,2166
10291,"Viela Cavalcante, 13
Fazendinha
50033-416 Moraes de Goiás / SP",José Pedro Sampaio,106449,1652
34910,"Praça Santos, 996
Primeiro De Maio
92310281 Caldeira de Goiás / AP",Dr. Oliver Almeida,244458,2795
58368,"Trecho Ramos
Silveira
84435584 Garcia / MG",Srta. Juliana Dias,766202,4649
40780,"Distrito de Costa
Jatobá
42291619 da Rocha / AC",Josué Porto,64510,3884
77529,"Vereda Garcia, 74
Conjunto Novo Dom Bosco
09076513 Martins / MA",Eduarda Dias,249259,1769
9763,"Pátio Gustavo Henrique Correia, 97
Vila Nova Cachoeirinha 1ª Seção
85080687 Santos / GO",Emilly Cunha,933095,1838
3755,"Aeroporto Vieira, 5
Santa Rosa
59472960 Gonçalves do Amparo / AM",Joaquim Pimenta,581608,734
8295,"Esplanada de Brito, 824
Lindéia
34917923 Vasconcelos / RN",Francisco Pimenta,131964,2819
86340,"Trevo Raul da Cruz, 66
Vila Esplanada
37885793 Sales do Norte / PR",Stella Abreu,417699,3605
39280,"Viaduto Matteo Cardoso, 253
Pilar
69477472 Cassiano / SC",Caio Moura,511659,861
90200,"Travessa Ramos, 60
Aguas Claras
55610966 Ferreira / AC",Anthony Farias,67090,2770
20912,"Distrito Ravi Lucca da Rocha, 73
Araguaia
55298-121 da Rocha / RS",Luan Câmara,124547,2188
13724,"Quadra de da Mota, 6
Parque São Pedro
89261-767 Ferreira Grande / PI",Cecilia Camargo,448024,3655
29109,"Sítio de Guerra, 909
Venda Nova
79733695 Barbosa / RJ",Maria Isis Vargas,864527,4099
525,"Feira de Almeida, 57
Vista Alegre
30951-510 Nogueira do Oeste / SE",Gabriela Novaes,794408,4947
82272,"Lago de Oliveira
Bom Jesus
25000-492 Viana das Pedras / MA",Théo Costela,625174,3356
30153,"Rodovia Anna Liz Carvalho, 98
Marieta 3ª Seção
26677-228 Dias dos Dourados / PR",Sarah Rezende,189803,1970
97769,"Viaduto de da Cunha, 80
Virgínia
76816140 Cunha / CE",Hellena Fonseca,120953,4917
74636,"Campo Duarte, 21
Santa Rita
17431398 Borges / AM",Breno Sousa,472999,4064
22185,"Conjunto de Novais, 63
Betânia
26192-851 Vasconcelos / SP",Marcelo Macedo,490397,3423
6662,"Pátio da Paz, 1
Bonsucesso
44930-134 Câmara / DF",Levi da Mota,73385,3347
6660,"Parque Levi Novais, 77
Madri
03360-257 Pacheco do Campo / RN",Sara Cirino,376664,2630
68450,"Condomínio Isaac Lopes, 55
Santa Isabel
20849-752 Alves de Borges / TO",Kaique Cardoso,406174,2019
41761,"Chácara Sabrina Martins, 84
Vila Do Pombal
71507001 Pimenta / TO",Sra. Maria Fernanda Sousa,193962,2954
51111,"Trecho Gabrielly Oliveira, 5
São Jorge 2ª Seção
97174-081 Pastor de Souza / SE",Sra. Anna Liz Lopes,353416,1383
35842,"Trevo de Porto, 71
Sion
93042701 Moreira / MT",Laura Rios,516413,3476
36435,"Residencial Cauê da Mota, 6
Vila Jardim Montanhes
76175-442 da Cunha de Cirino / SE",Luiz Otávio Brito,228320,864
3984,"Alameda Kaique da Costa, 3
Ventosa
98965074 Fogaça / PE",Clarice Fernandes,720648,4970
20552,"Estrada Moraes, 38
Caiçaras
26624809 Pacheco Paulista / PE",Sr. Levi Silveira,612582,805
90621,"Trecho Fernandes, 66
Vila Aeroporto Jaraguá
91345-644 Araújo / AL",Sr. Caio Moraes,345691,3535
8986,"Praia Santos, 746
Vila Das Oliveiras
38635335 Melo / RO",Sr. Juan Moreira,203068,934
96510,"Residencial Sophia da Rosa, 59
Santo André
12881894 Sá / PI",Sra. Luara Carvalho,580303,3641
89026,"Fazenda Duarte, 45
Grotinha
72605-789 Santos da Praia / AM",Srta. Maria Luísa Aragão,282160,3489
23588,"Alameda Oliveira, 44
Vila Dos Anjos
21378-864 Nogueira de Siqueira / RO",Léo Pinto,460215,1413
9457,"Distrito Eduarda Viana, 18
Betânia
38957408 Marques / AL",Isabelly Montenegro,902197,1011
83261,"Campo da Rocha, 11
Conjunto Califórnia I
38530257 Macedo / SC",Sra. Daniela Sá,280398,3210
67619,"Vereda de Carvalho, 96
Biquinhas
68744-512 Silveira do Sul / TO",José Brito,976648,3579
18500,"Ladeira Isaque Azevedo, 94
Ouro Minas
91091-366 Mendonça da Serra / DF",Dra. Bruna Mendonça,429188,3099
65803,"Largo Bianca da Paz
Vila Tirol
80018-544 Abreu do Sul / DF",Melina Silveira,62045,2405
50050,"Morro da Conceição, 11
Jaraguá
40796601 Melo da Serra / MS",Bento Sá,964844,4414
18497,"Rua Nina Pacheco, 4
São Vicente
44831940 Lima / MT",Cecilia Novais,560459,1600
80571,"Vale Henry Gabriel Ferreira
Vila Maloca
26282131 Moura de Siqueira / SP",Elisa Souza,558492,4960
19752,"Vereda Luara da Rocha, 99
Cachoeirinha
02309-447 Pires / PB",Aurora Alves,745575,832
72443,"Recanto de Costa, 2
Flamengo
92091825 da Rosa / MA",Sr. Davi Lucas Andrade,927315,2611
79446,"Largo Luiz Fernando da Cruz, 767
Vila Nova Dos Milionarios
47592379 Gomes Grande / AM",Dra. Brenda Costela,332638,922
31900,"Estrada de da Rocha, 12
Santo André
13573-520 Ferreira / PR",Liam Novais,799125,4668
9113,"Área Rebeca da Rosa, 2
Marilandia
81166802 Borges da Mata / TO",Dom Aragão,884076,1811
54471,"Rua de Garcia, 79
Vila Pinho
84927038 Garcia da Prata / MT",Agatha Macedo,715916,4422
55998,"Largo de Silveira, 979
Vila Sesc
00089226 Cavalcante de Goiás / DF",Pedro Gomes,870986,1064
98286,"Viaduto de da Cunha, 68
Vila Engenho Nogueira
71662-080 Santos / AP",Benício Casa Grande,65372,2120
96705,"Passarela de Sá, 58
Barroca
36550193 da Paz / PB",Ana Carolina Barros,801534,1960
30420,"Vale da Cunha, 9
Conjunto Paulo Vi
18232-182 Viana Alegre / CE",Joaquim Ferreira,245703,4196
5909,"Lagoa de Araújo, 619
Corumbiara
01664-384 Casa Grande de Alves / PA",Maitê Pinto,168130,3706
36808,"Aeroporto Macedo, 208
Novo Santa Cecilia
33593-454 Cunha do Galho / RJ",Dr. Léo da Luz,94140,2522
61236,"Alameda Sales, 40
Flavio De Oliveira
54361163 da Rosa / PI",Dr. Arthur Miguel Ferreira,538712,1785
26028,"Praia Gomes, 78
João Pinheiro
45197411 Fonseca / MS",Ryan Vasconcelos,611500,2225
85443,"Condomínio Ana Sophia da Cunha, 32
Conjunto Minas Caixa
74640-724 Porto / MT",Dom Leão,805816,3397
50519,"Loteamento João Nascimento, 645
Alto Caiçaras
67539-887 Rezende / PA",Isabel Lopes,901225,3654
93314,"Fazenda Yago Peixoto, 49
Ápia
02164-175 Aragão de Camargo / MS",Marcela Rios,895737,3948
28105,"Estrada de Cirino, 79
Itapoa
99877153 Guerra / SP",João Vitor Fonseca,339375,1074
83166,"Praia Caio Aparecida, 37
Silveira
43989005 da Paz / RO",Mariane Oliveira,286333,2485
39472,"Rodovia Garcia, 3
Vila Do Pombal
67065-085 Correia / AL",Maria Carvalho,448269,849
48130,"Viela Bárbara Silva, 54
São Jorge 2ª Seção
94918688 Pires / PI",Sophie da Mata,193089,556
60770,"Estação Santos, 9
Bairro Das Indústrias Ii
37708-947 Silveira do Norte / RS",Vitor Pinto,529460,1053
78393,"Jardim de Rezende, 371
Vila Ouro Minas
78353-938 Cunha / GO",Sra. Ana Júlia da Rocha,754585,530
36907,"Travessa de Andrade, 76
Vila Aeroporto
24075925 Rezende / RS",Cauã Pastor,936781,2913
21660,"Colônia de da Paz, 31
São João
13774-116 Leão / GO",Daniela Fernandes,675259,1107
70217,"Rua de Carvalho, 31
Santa Helena
38805-150 Melo das Flores / SE",Liam Ramos,488860,1649
19285,"Residencial Rocha, 8
Betânia
01282-075 Silva / AP",Anthony da Costa,820302,1649
93641,"Aeroporto de Dias, 7
Novo Ouro Preto
23375335 Brito de Costa / TO",Joana Silveira,542221,903
57106,"Campo de Rodrigues, 78
Universitário
41362786 Ramos do Amparo / SC",Davi Miguel Cirino,713268,2096
39750,"Largo de Moraes, 95
Minas Caixa
88138330 Guerra / RJ",Gael Silveira,619955,2754
98774,"Vale de Siqueira, 53
Vila Esplanada
36136751 Monteiro / PA",Esther Barbosa,351106,2839
10380,"Núcleo Gustavo Henrique Dias
Vila Bandeirantes
89306831 Pinto dos Dourados / AP",João Lucas Fogaça,800509,4969
28577,"Praia Raquel Ferreira, 12
Carmo
58738101 Montenegro do Oeste / MS",Dra. Beatriz Garcia,768337,1551
48012,"Estação de Ferreira, 66
Belvedere
84067-431 Lima / RJ",Bárbara Rios,264358,3658
92494,"Loteamento Lorena Fonseca, 46
Monsenhor Messias
31030-305 Nogueira de Camargo / BA",Yago da Costa,97649,4398
57029,"Praça de da Rocha, 157
São Benedito
36481427 Peixoto de Minas / AC",Théo da Costa,94113,867
31672,"Travessa de Cunha, 59
Vila Mantiqueira
30455-206 Fernandes / AP",Alana Almeida,454269,2571
18244,"Praia Antonella Costela, 90
Vila Vista Alegre
68507-313 Câmara Alegre / SC",Sra. Alícia da Conceição,707637,2460
30793,"Parque Sofia Cirino, 35
Lourdes
46589378 Fogaça de Carvalho / SE",Arthur da Cunha,150265,979
43033,"Ladeira de Aparecida, 64
São Bernardo
62305204 Martins do Campo / SE",Carlos Eduardo Macedo,403576,2408
28855,"Via da Cruz, 99
Serra Do Curral
92460-058 Machado / AM",Helena Porto,565814,1624
65388,"Travessa Nicolas Rodrigues, 881
Vila Canto Do Sabiá
38336-450 Alves / ES",Maria Helena Pires,579286,2697
83082,"Esplanada Raul Rodrigues
Ipiranga
52533-088 Oliveira do Galho / GO",Kevin Pereira,600221,2820
60552,"Aeroporto Léo Rocha, 71
Copacabana
50388971 Castro dos Dourados / PE",Vitor Freitas,444678,3382
30203,"Fazenda de Pimenta, 745
Trevo
70860-183 Sá da Praia / AM",Ravi Mendes,65229,2010
61937,"Rodovia de Dias, 97
Heliopolis
45820352 Leão / CE",João Gabriel Rodrigues,912131,515
8591,"Praia Heloisa Cassiano
Cruzeiro
06102650 das Neves / PI",Ester da Conceição,724782,781
62028,"Fazenda Pietra Nascimento, 5
Garças
10647308 Silveira da Mata / MT",Bruna Cirino,899710,1507
56353,"Largo Novais
São Vicente
35219291 Siqueira de Correia / SE",Gabriela Castro,984789,3111
71659,"Trecho Vinicius Azevedo, 39
Vila São Geraldo
42402-540 Ribeiro de Minas / BA",Dra. Gabrielly Castro,465010,3921
82937,"Estação Moura, 98
Alto Barroca
43691816 Rezende / RN",Dra. Brenda Pastor,740336,2630
56749,"Estrada de Correia, 18
Marieta 3ª Seção
10294637 Leão / DF",Antônio Sales,939115,3388
1778,"Quadra Heitor Aparecida
Vila Paris
39718-427 Costa da Mata / AP",Igor Cunha,809740,1826
79350,"Fazenda de Melo, 29
Calafate
47853-704 Vieira / MA",Cauã Caldeira,642173,602
94506,"Trevo da Mota, 5
Unidas
10786751 Costa / AL",Helena da Costa,702721,2694
23509,"Morro Rhavi Fogaça, 5
Jardim Guanabara
74784-450 Rodrigues / BA",Yago Garcia,372455,2917
8675,"Ladeira de da Cunha, 458
Cenaculo
76985001 Viana / RR",Luísa Peixoto,170301,2503
64414,"Área de da Conceição, 361
Serra Do Curral
84197136 Moreira / AM",Lavínia Lima,266257,3558
13907,"Residencial de Casa Grande, 29
Vila Tirol
66162049 Vargas / RJ",Dom Macedo,498120,2901
78685,"Praça Moreira, 570
União
61539-228 Lopes / PR",Raul Sousa,210260,3401
72396,"Ladeira Vieira
Cinquentenário
48983576 Martins da Mata / PR",Maria Helena Garcia,739526,2786
83786,"Fazenda Nascimento, 98
Santa Lúcia
56977-632 Cardoso Alegre / MT",Yan da Rocha,383360,1920
43940,"Conjunto de Silva, 8
Pindorama
71391997 Moura de Borges / RN",Arthur Miguel Pinto,781876,2288
5412,"Sítio da Mota, 849
Mariano De Abreu
01767-001 da Luz / SE",Isabella Sousa,579393,1080
24924,"Lagoa Laís Cunha, 53
Vila Betânia
17001699 Albuquerque / CE",Stephany Jesus,627477,2145
41679,"Parque de Caldeira, 26
Maria Goretti
79705678 Vasconcelos de Goiás / AP",Dr. Igor da Cruz,834980,4111
11063,"Colônia de Sá, 28
Vila Pilar
57410-779 Camargo / RS",Ian da Rocha,269778,2293
24444,"Pátio Larissa Cavalcanti, 89
Buraco Quente
53366-038 Nascimento / PR",Gabriela da Mata,918884,2338
61648,"Rodovia Sousa, 56
Alto Caiçaras
23211-657 da Rosa do Galho / DF",Yago Cavalcanti,720253,4804
77356,"Distrito de Farias, 43
Bernadete
06289-019 Aparecida / PA",Mathias Sousa,372885,1365
37888,"Recanto Barros, 7
Nossa Senhora Aparecida
92024-437 da Cruz de Vargas / MT",Luara Correia,665346,3380
67282,"Parque Santos, 40
Canadá
82726855 Barros / MA",Ryan Moreira,316083,848
41637,"Setor de da Rocha, 4
Heliopolis
27441739 Nogueira Paulista / RJ",Noah da Cunha,591944,2681
69823,"Lago Mirella da Mata, 910
Santa Lúcia
87730-640 Cunha / TO",Fernando Cavalcanti,401855,3116
23106,"Ladeira de Cavalcanti
Nova Pampulha
37090-701 Nogueira Alegre / PE",Valentina da Cunha,763104,1928
14962,"Viela de Moreira, 27
Marieta 1ª Seção
83101-508 Alves das Pedras / PI",Henry Teixeira,442399,2618
70258,"Rua de Cirino, 94
Vila Independencia 2ª Seção
87271-762 Cassiano / RS",Augusto Pereira,326245,1934
69812,"Jardim Eloá Abreu, 606
Jardim São José
35556702 Ribeiro / AL",Antony Camargo,54015,3745
63311,"Praia Alícia Montenegro, 45
Novo Santa Cecilia
73947-807 da Rocha / GO",Letícia Cavalcanti,149478,1792
17857,"Alameda Novaes, 73
Beija Flor
48823-233 Almeida de Goiás / ES",Dom Rocha,575291,4867
95168,"Núcleo Rhavi Câmara, 487
Santa Efigênia
83038-912 Nogueira das Pedras / RO",Valentim Fonseca,613613,3663
81980,"Praia de Abreu, 74
São Benedito
00984036 Novaes / PE",Fernando Martins,771228,3346
67627,"Campo João Gabriel Moraes
Alta Tensão 2ª Seção
87275-470 Viana / AP",Catarina Mendonça,93463,2220
60129,"Área Julia da Rosa, 8
Outro
58997-977 Ferreira de Minas / DF",Zoe Azevedo,943504,3038
61447,"Passarela da Mata, 764
Vila Coqueiral
99168557 Cunha / PE",Luísa Mendonça,790318,2892
43316,"Aeroporto de Câmara, 26
Serra Verde
32491714 Caldeira de Leão / PA",Antonella Almeida,933828,4134
41513,"Parque Maria Helena Pastor, 79
São Jorge 2ª Seção
63335-893 Ramos de Pereira / GO",Thiago Garcia,458515,778
13901,"Vereda de Borges, 35
São Jorge 3ª Seção
32112625 Peixoto / AC",Gustavo Machado,323565,2481
31897,"Passarela Silva, 877
Salgado Filho
19759249 Albuquerque / MG",Srta. Maitê das Neves,473511,4273
67777,"Estrada Matheus Carvalho, 39
Cachoeirinha
88893390 Gonçalves / PB",Manuella Pereira,794736,1265
67822,"Sítio Maya Teixeira, 638
Vila Petropolis
84193-439 Castro Verde / PB",Clarice Garcia,420297,1438
40605,"Lagoa Maria Fernanda Moreira, 4
Cidade Nova
80880552 Fogaça Grande / RO",Isabella da Cruz,491550,4057
98037,"Setor de da Costa, 23
Serra Do Curral
09263269 Rocha / RN",Rafaela Castro,257041,4095
16984,"Vale de Sousa, 593
Conjunto Novo Dom Bosco
37821864 Pimenta / AC",Luiz Otávio Garcia,235421,4149
86677,"Setor Vargas, 69
Bela Vitoria
71130150 Aragão / MG",Davi Lucca Cunha,77889,634
26157,"Lago de Fernandes, 341
Cidade Nova
92956-625 Leão do Campo / MG",Sra. Sophie Dias,279908,794
603,"Jardim Aylla Mendonça, 481
Vila Tirol
99170-875 Barros / ES",Sara da Rosa,760427,4809
72863,"Área Ribeiro, 408
Vila Suzana Segunda Seção
32311823 Rocha / SC",Anthony Gabriel Porto,413529,2997
88177,"Fazenda Caldeira, 44
São Francisco Das Chagas
18885254 Cavalcante / PB",Antônio Ferreira,772196,4448
57052,"Via Barros, 49
Santa Cecilia
21717251 Peixoto / PB",Ana Carolina Cardoso,954133,1526
80679,"Área Stephany Garcia, 623
Lourdes
36789-581 Fernandes / RN",Srta. Yasmin Vieira,644351,4068
35178,"Alameda da Rocha, 41
São José
75891867 Viana / MA",Luana Rodrigues,274457,939
91297,"Aeroporto Davi Luiz da Paz, 2
Serra Do Curral
87854284 Sousa / RR",Sara Ribeiro,837795,1098
39280,"Praia de Fonseca
São José
70167747 Castro da Prata / MA",Isaque Campos,561935,3108
90032,"Parque Rebeca Almeida
Maria Helena
87125167 Câmara / SC",Dr. Enzo Carvalho,959122,4089
74509,"Trevo Lara Nogueira, 474
Suzana
79737539 Monteiro / MA",Bella Campos,740667,3574
94023,"Núcleo Ana Nascimento
Vila Copacabana
90740-290 Pires do Amparo / RS",Maria Sophia Fonseca,675503,4632
57838,"Favela de Brito, 737
Aparecida
77183-133 Cassiano / RO",Leandro Cavalcante,640194,1091
98335,"Ladeira Benicio Albuquerque, 2
Santo Antônio
63863-958 da Rocha / MG",Srta. Hellena da Paz,644795,3269
66180,"Alameda Davi Miguel Pereira, 989
São Gonçalo
79582693 Vargas / AP",José Pedro Novais,818869,2202
30116,"Fazenda Cunha, 31
Pantanal
12893-587 Melo de Cirino / PR",Ravy das Neves,119782,2882
73841,"Via Montenegro, 15
Confisco
15219194 Cirino de Goiás / DF",Lívia Sampaio,672015,574
58573,"Morro Ferreira, 35
Independência
13959-344 Cunha de da Rocha / SE",Nicolas Oliveira,60305,4577
67203,"Aeroporto Manuella Pinto, 71
Lagoinha
69388-951 Souza de da Conceição / MS",Renan Ramos,159865,2609
16817,"Viaduto Luiz Gustavo Peixoto, 831
Rio Branco
69437619 Sousa de Mendonça / DF",Luana Pires,864983,2331
1010,"Praça Teixeira
Fernão Dias
28087709 Gonçalves das Flores / SP",Theodoro Sá,474996,4186
16271,"Residencial Lucca Freitas, 73
São João
67130271 da Cunha / SE",Dra. Ana Pinto,190266,2371
83298,"Vale de Sousa, 15
Jardim Guanabara
87506387 Sampaio / SE",Ana Sophia Moraes,824968,1987
14225,"Travessa Vieira, 90
Solar Do Barreiro
06291-921 Cirino / SC",Valentina Rezende,362377,4599
40907,"Chácara de da Luz, 811
Mangueiras
15320983 Farias / RN",Mariana Cavalcante,241714,4356
33654,"Alameda Emanuelly da Rocha, 797
Satelite
94012-282 Gomes / BA",Maria Laura Rezende,601120,4399
