idpessoas,nome,cpf,data_nascimento,endereco,telefone,sexo
81715,Sra. Isadora Caldeira,869.534.071-66,1998-12-29,"Recanto Ribeiro, 63",+55 (071) 9432 2646,M
65199,Sra. Julia Silveira,721.845.690-11,1992-05-07,"Largo Mariane Fonseca, 25",(011) 7976 1880,M
50760,Vitor Hugo Jesus,230.685.914-06,1934-03-22,"Favela Caio Casa Grande, 69",81 5240-1446,M
51535,Sr. Murilo Macedo,651.980.437-10,1955-04-19,"Trevo Rezende, 56",+55 11 0112-7261,M
44857,Aylla da Cunha,123.457.960-06,1920-08-09,"Colônia Gonçalves, 24",84 9586-0318,F
52960,Leonardo Marques,024.173.956-06,1929-02-15,"Recanto Paulo da Mata, 2",+55 (011) 5152 7659,F
66554,Ana Júlia Brito,837.642.590-00,1943-01-22,"Campo Luiz Otávio Aparecida, 17",0500 630 7249,M
68696,Dra. Olivia Lima,506.471.239-16,2012-10-12,Conjunto Cassiano,(011) 3514-5609,F
7647,Marcela Freitas,980.763.415-66,1998-05-03,Campo Isadora Rios,0900-552-9695,M
6426,Lavínia Silva,159.826.704-30,1937-05-20,"Morro Rafaela Lima, 55",+55 84 7600-9852,F
46872,Renan Araújo,862.157.409-85,1963-08-19,Núcleo de Rezende,+55 84 0654-2753,M
80184,Felipe Melo,268.135.470-62,1939-10-19,"Parque Marques, 31",(071) 5846 1904,M
83569,Sr. Breno Moraes,836.491.570-39,1956-11-21,"Sítio de Moraes, 57",0300-712-6688,F
14015,Alexia Brito,307.958.621-21,1926-05-14,"Campo de Guerra, 14",+55 11 7648-5243,M
94656,Leandro Ramos,129.768.045-67,1936-02-27,"Lago de Vieira, 91",(081) 0583-7957,M
72526,Vitor Hugo Abreu,730.981.645-57,2008-05-18,"Residencial de da Luz, 91",+55 21 1158 6396,F
36849,Francisco da Luz,319.768.524-55,2003-02-22,"Núcleo de Nogueira, 429",+55 (011) 7012 1789,F
25879,Sr. Otávio Araújo,743.196.582-64,1925-11-07,"Favela Aylla da Mata, 71",0500 382 8350,F
23154,Igor da Luz,417.958.326-73,1938-09-02,Chácara de Fonseca,+55 31 6859-9197,F
19222,Isis Casa Grande,340.271.896-04,1935-10-30,"Núcleo de Albuquerque, 5",+55 (061) 5974-2345,F
5526,João Guilherme Cavalcanti,347.201.586-17,1948-11-22,"Quadra Ana Júlia Nascimento, 435",(051) 4542-6127,M
72706,José Miguel Barbosa,731.029.654-07,1963-01-17,"Lagoa de Carvalho, 4",+55 81 4650 1724,M
3010,Heitor Fernandes,197.053.264-52,1998-02-09,"Praia Garcia, 15",+55 (051) 3376 5129,M
40474,Breno Silveira,967.251.308-95,1971-12-16,Lagoa de da Rocha,41 4788 8595,F
60433,Thiago Araújo,935.762.410-43,1976-08-26,"Vereda Marcos Vinicius Vasconcelos, 32",+55 21 1467-5078,M
63042,Maria Sophia Câmara,097.258.364-56,1935-02-15,"Praia de Vieira, 5",61 8672-5726,M
23597,Cauã Ferreira,058.376.149-66,1961-05-23,"Residencial de da Conceição, 44",+55 41 0161 7435,F
29794,Eloá Costa,045.978.361-01,1922-03-03,"Viaduto de Pastor, 43",51 3186 5685,F
98423,Sr. Ravi Lucca Melo,784.316.209-78,1910-11-25,"Avenida de Pacheco, 47",+55 (061) 8063-5292,F
4687,Ester Pacheco,732.451.096-52,1939-06-01,Vila Almeida,84 8035 2444,M
76236,Sra. Maria Flor Farias,976.014.253-80,2017-09-10,"Campo Siqueira, 770",+55 (021) 6024-7119,F
14739,Luna Novais,428.359.701-50,1993-06-10,"Travessa Manuella Nunes, 543",+55 51 0193 8669,M
15075,Murilo Moura,273.410.986-78,2024-04-01,"Vale de Oliveira, 29",31 7698-6578,F
32541,Mathias Silveira,071.483.659-10,1934-02-11,"Núcleo Garcia, 72",51 6706 5031,M
1149,José da Conceição,831.920.754-14,1963-05-25,Ladeira de Brito,0800-592-9740,M
67667,Gabriela Lima,839.102.674-40,1938-03-14,Pátio Moreira,+55 41 2724-3674,M
9703,Larissa Vasconcelos,946.217.053-34,1931-11-19,"Trevo Davi Lucas Sá, 82",+55 84 8479-3894,F
662,Ravi Melo,072.341.695-80,1998-11-08,"Conjunto Cavalcanti, 9",61 9824 1078,F
74919,Bruno da Rocha,401.627.589-01,1979-12-26,"Viela Sampaio, 51",81 6686-0722,F
35301,Arthur Pereira,082.735.146-17,1950-03-23,"Distrito Cunha, 9",61 9934-8820,F
71390,Ayla Ferreira,482.370.965-92,1953-11-27,"Quadra Luiz Felipe Castro, 4",+55 11 9093 3383,M
72490,Vitor Gabriel da Costa,650.923.487-47,1936-10-21,"Rua Antonella Novais, 1",(041) 6584 8904,M
64034,Isabel da Paz,480.237.156-07,1963-12-17,"Fazenda Bernardo Porto, 60",+55 (081) 7474 1742,F
4851,Marcos Vinicius Garcia,014.326.975-52,1995-06-15,"Favela Vargas, 3",+55 (021) 7818 1462,F
9970,Cecilia Alves,689.031.547-20,1966-08-09,"Estrada de Andrade, 5",61 0992 1679,F
37876,João Lucas Pastor,801.273.954-23,1954-02-06,"Colônia de Teixeira, 35",+55 (081) 7675 7995,M
63465,Sra. Daniela Vasconcelos,876.312.945-00,1959-11-13,"Rua Bruna Correia, 24",+55 71 1812 2783,F
4289,Brayan Andrade,683.415.279-28,1956-06-04,"Área Campos, 20",+55 51 3522 1810,M
91042,Isaque Mendes,753.842.019-32,2003-08-31,"Praça José Miguel Vasconcelos, 69",(021) 7426-8872,M
82926,Maria Cecília Caldeira,580.367.491-57,1929-01-30,"Fazenda Gabrielly Borges, 80",(031) 8835 7498,F
51650,Bárbara Garcia,715.386.290-03,1960-01-14,"Alameda Barbosa, 91",(061) 0125-6275,M
88183,Srta. Maria Isis Cassiano,608.953.271-12,1972-03-20,"Pátio Abreu, 72",(081) 4273-4597,M
32998,Anna Liz da Conceição,854.269.017-67,1914-10-21,"Feira de Nunes, 139",71 0456-8753,F
64921,Pedro Andrade,920.765.381-86,1954-03-31,"Área Isabelly Barbosa, 30",+55 (081) 9890 3908,F
10203,Bárbara Rocha,812.460.375-80,1984-04-26,"Feira de Gonçalves, 9",+55 (081) 5304-8882,F
72592,Ana Beatriz Pacheco,674.135.082-90,2003-03-25,"Viela Isabela Leão, 92",+55 31 1077 8228,F
37031,Hadassa Moreira,821.493.756-64,1936-12-04,"Viaduto João Pedro da Cunha, 12",(031) 2414-0422,F
43132,Cecilia da Rosa,856.130.942-33,1922-10-15,"Via Bryan Novaes, 95",31 4000 7639,F
43387,Benjamim Alves,413.689.702-22,1960-12-10,"Praça Ana Laura Sá, 57",(061) 9922-7790,M
77358,Valentim Farias,367.915.824-64,1993-12-23,"Vale Vargas, 14",(021) 8602 2452,F
97333,Heloísa das Neves,503.467.218-90,1976-10-12,"Trecho de Freitas, 912",0500 880 1973,M
13310,Thomas Cavalcanti,620.918.357-30,2018-03-12,Passarela de Ferreira,(084) 3304 6773,M
86851,João Felipe Siqueira,051.492.378-41,2016-05-17,"Distrito de Guerra, 38",+55 84 1607-2148,F
8880,Yasmin Moreira,457.891.603-01,1912-06-03,"Largo Julia Sá, 276",0800-792-9125,M
45838,Davi Luiz da Paz,340.126.978-03,1992-05-28,"Recanto Alves, 81",+55 81 5227 2013,F
48317,Sabrina Duarte,164.529.083-24,1965-03-27,"Recanto Vinícius Siqueira, 24",+55 21 5914 4681,M
62845,Vitor Hugo Ribeiro,920.163.547-80,1944-09-21,"Alameda Mendonça, 257",+55 11 0851-0643,M
13526,Milena Gomes,059.137.286-02,1963-04-19,"Lago de Martins, 3",0500 228 2784,F
61566,Luiz Henrique Leão,059.163.248-98,1992-08-26,"Praça Luiz Fernando Costela, 89",+55 (084) 5250 8225,M
91637,Maria Eduarda Alves,718.945.063-75,1915-03-11,"Jardim de Nunes, 93",(071) 4326-5210,F
26107,Olivia Pires,925.463.017-99,2020-03-17,"Distrito João Cassiano, 92",71 5904-3391,F
36134,Luana das Neves,571.826.943-28,1950-10-15,"Rodovia de Dias, 51",(011) 6506-8243,F
64739,Clara Sá,297.856.310-95,1938-01-26,Colônia Jade Abreu,+55 11 7859 2260,F
18928,Luan Novaes,241.953.678-91,1968-07-30,"Favela Macedo, 290",41 2232 8821,M
12642,Mariane Peixoto,463.598.217-37,1995-07-31,"Núcleo da Luz, 94",+55 (011) 3358-8001,F
61191,Sra. Helena Sousa,591.786.340-75,1921-08-28,"Jardim Freitas, 937",(061) 6412 0572,M
20142,Mariah Mendes,305.821.967-95,1936-09-26,"Núcleo Pedro Andrade, 479",+55 (031) 9834-1940,M
41693,Arthur Peixoto,147.932.865-00,1984-12-17,"Colônia Machado, 51",+55 51 9770 8827,M
33388,Valentina Peixoto,098.325.641-15,1949-12-15,"Parque Nascimento, 23",+55 81 9151 2553,F
25236,Caio Oliveira,054.781.329-50,2022-11-19,"Chácara Maria Luísa Novaes, 476",51 5654 4281,F
25811,Dr. José Miguel Montenegro,713.962.450-06,2006-04-18,"Feira Leonardo Melo, 61",(051) 6168-3048,M
58475,Sr. Vitor Gabriel da Costa,062.475.389-10,1927-08-30,"Via Novaes, 5",+55 (071) 1587-2322,F
13460,Anna Liz Cirino,206.149.583-42,1985-01-22,Largo Thales Costa,+55 84 3471 6821,F
93504,Sr. Vicente Lima,526.109.387-21,1947-12-10,"Travessa de Novaes, 70",+55 (041) 7531 3820,F
35650,Dr. Renan Jesus,943.180.762-96,1952-04-26,Condomínio Vieira,(051) 9708-5158,F
86752,Miguel Pires,816.572.394-46,1938-07-24,"Setor Ribeiro, 23",+55 (071) 3330 4606,F
54477,Enzo Santos,012.948.376-13,1980-10-03,"Fazenda de Rodrigues, 9",(084) 9886-2689,F
46088,Diogo da Paz,028.475.639-38,1973-08-07,"Área Casa Grande, 32",+55 (071) 8966 9962,F
91297,Laura da Cunha,073.142.659-25,2023-07-11,"Estação de Jesus, 846",(051) 3974-8628,F
84895,Nicole Freitas,605.732.819-12,1964-08-01,"Estação Aurora da Cruz, 584",+55 (081) 8864 4007,M
65708,Enrico Albuquerque,754.821.069-85,1974-07-11,Quadra de Cardoso,+55 (021) 9639-4201,M
11232,Isabelly Novais,853.172.409-05,1912-02-04,"Pátio Camila da Cunha, 13",+55 (084) 3666-9557,M
70056,Arthur Gabriel Fernandes,692.385.140-89,1949-02-12,"Estrada Enrico Lopes, 7",+55 (084) 6353 4725,F
46908,Gabriela Rodrigues,583.916.074-10,1978-12-25,"Chácara Olívia Aparecida, 87",(041) 1647 8775,F
77108,Maya Sousa,367.012.485-35,1933-09-10,Condomínio Vargas,81 0216 5960,F
30392,Fernando Vargas,719.823.046-69,2017-08-29,"Distrito Bianca Ferreira, 293",84 4764-0868,F
8882,Sra. Sabrina Castro,357.240.981-05,2012-04-11,"Alameda Pedro Henrique Pinto, 82",21 2712 6426,F
11214,Srta. Alice Moreira,867.921.340-31,1969-04-14,Parque Sarah Câmara,+55 41 6265 2146,F
22689,Bento Pastor,905.367.824-74,1924-11-17,Alameda Cardoso,+55 (051) 0380-5920,M
32363,Davi Miguel Castro,193.560.724-34,1955-09-14,"Campo Eduardo Lima, 74",(021) 8904-3191,F
39105,Mariana Aparecida,347.698.152-55,1924-07-05,"Praia Bento Souza, 822",0500 675 2590,F
90209,Caio Sales,479.532.601-07,1931-03-08,"Estação Rezende, 31",+55 11 4505-3837,M
21800,Ana Vitória Sá,509.268.471-20,1908-12-11,"Largo de Cirino, 15",+55 51 8015 3709,M
72845,Mariana Moraes,863.419.205-98,1931-01-23,"Viaduto de Guerra, 539",+55 21 9382-2340,F
22442,Enrico Nascimento,968.325.147-19,1912-02-09,"Praia de da Rocha, 86",+55 41 1727-1721,F
35546,Caleb Oliveira,931.628.754-55,1972-03-12,Travessa Luigi Montenegro,(011) 1081 2510,F
3659,Anna Liz Dias,471.302.896-78,1972-09-01,"Colônia de Pastor, 75",+55 (084) 8555 6984,F
26189,José Miguel Rios,706.931.458-20,1978-09-02,Avenida de Macedo,+55 21 9094-0556,M
74095,Isabella Ferreira,935.621.087-02,1959-12-30,"Condomínio Teixeira, 91",84 0840 7512,M
86981,Vicente Caldeira,279.461.058-94,2010-12-15,"Lagoa de Mendonça, 67",(071) 3222-1109,F
52972,Sra. Maria Laura Farias,845.361.972-73,2005-06-08,"Largo Breno Duarte, 397",+55 11 7871 0609,M
94889,Leandro Correia,967.541.283-64,2021-10-02,"Chácara Ravy Garcia, 14",(021) 7752 3798,F
5140,Diego Martins,753.401.698-39,1932-03-08,"Vale Castro, 488",+55 61 2375 1871,F
97121,Isabella da Cunha,537.286.190-86,2006-01-18,"Morro de Caldeira, 12",+55 84 4976-5840,M
61255,Maria Luísa Sales,075.683.214-44,1944-06-07,"Recanto de Aparecida, 67",+55 (081) 7527-0741,M
14613,Yasmin Barbosa,176.508.423-71,1975-01-07,"Esplanada Brito, 971",+55 71 2259 1475,F
6569,Aurora Cassiano,178.946.035-20,1996-11-19,Viela Guerra,11 8396-9738,F
67318,Cecília Casa Grande,532.846.917-82,1917-02-21,"Travessa de Sousa, 15",(011) 0464-6076,F
33302,Ágatha Vieira,173.048.652-53,2014-05-08,"Favela de Cunha, 128",0300-499-1736,F
53993,Thales Cassiano,649.352.180-70,1961-06-17,"Ladeira Gael Fogaça, 68",+55 (084) 2089-5842,M
57007,Henrique Ribeiro,913.650.824-15,1933-11-10,"Viela da Mota, 506",0500 653 0027,M
82735,Dra. Heloisa Marques,620.573.419-25,1943-07-20,Via Julia Macedo,+55 (061) 5754-9013,F
19942,Caleb Monteiro,312.045.968-24,1973-09-01,"Residencial Caroline Aparecida, 14",+55 (084) 5730 6691,M
56643,Kaique Vasconcelos,250.769.184-02,1918-07-04,"Núcleo Stephany Alves, 95",(071) 5834-6545,F
72907,Letícia Leão,695.014.738-48,1910-08-24,"Praça Macedo, 23",0800 801 6196,M
73732,Benicio Mendonça,796.318.025-40,1910-10-10,Rua de Nogueira,(031) 4147-2947,M
10132,Sr. Felipe Correia,598.746.103-01,1952-02-29,"Condomínio Costa, 58",+55 61 7833-7119,M
79496,Benjamin da Costa,075.129.648-11,1984-12-18,"Condomínio Nunes, 88",+55 51 4203 1931,F
87386,Theo Fernandes,680.147.259-30,1943-12-21,"Jardim de Silveira, 93",21 2252-4210,F
45138,Henry Ramos,975.863.204-38,1988-09-12,"Conjunto Clarice da Cunha, 9",+55 51 7548 7748,M
57980,Matteo Novais,602.453.179-61,1990-02-27,"Avenida Yasmin da Mota, 50",+55 (041) 3646-3995,F
11738,Srta. Maria Luiza Montenegro,654.027.319-34,1968-01-30,"Largo de Barros, 58",+55 31 1592 3994,M
98812,Sr. Benicio Peixoto,038.492.765-38,1978-10-23,"Lagoa João Miguel Silva, 61",81 3580 9086,M
12229,Sr. Enrico Sales,783.249.150-79,1915-08-04,"Ladeira Jade Nunes, 25",+55 (031) 7041 0495,M
48941,Sr. Fernando Rodrigues,237.851.940-05,1982-09-30,"Residencial Duarte, 957",71 6377 6810,M
54419,Daniel da Mata,816.549.723-55,2023-12-24,"Alameda de Gomes, 259",+55 84 8470-3563,M
84401,Bryan Monteiro,532.807.149-23,1913-07-02,"Fazenda de da Luz, 99",11 2785-2395,F
35857,Yuri Cardoso,129.374.865-09,1926-08-10,Esplanada de Aragão,+55 61 9030-9534,M
94492,Liz Gomes,364.580.792-65,1917-07-27,"Quadra de Alves, 38",0900 903 4962,F
26489,Emanuelly Cunha,320.476.891-04,1977-04-05,Praia de Oliveira,0900 350 5877,M
76749,Thales Lopes,253.916.748-91,1971-02-16,Distrito Barbosa,+55 21 2397-5102,F
40449,Mariana Campos,654.079.312-06,2011-09-19,"Recanto de Barbosa, 74",(031) 5624-4752,F
63744,Camila Cardoso,278.045.693-00,1980-02-25,"Núcleo Rocha, 68",41 9016 7796,F
45031,Oliver Teixeira,510.276.839-59,1920-04-03,"Estrada Araújo, 86",+55 (061) 6026 0607,M
36462,José Pedro Vargas,803.429.615-51,1952-11-01,"Aeroporto Heloísa Fonseca, 70",84 3421 3977,F
59112,Davi Lucca Montenegro,720.498.513-32,2008-11-04,"Via Otávio Ferreira, 46",51 3824 5293,F
59419,Brayan Viana,281.697.304-22,1940-03-23,"Loteamento Gustavo Casa Grande, 60",+55 (021) 1034-6143,F
34005,Luiza Lima,631.829.045-15,1912-12-15,"Trevo Ana Julia Barros, 3",41 9562-7591,F
66518,Lorenzo Pacheco,760.812.954-94,1933-04-24,"Sítio Pinto, 82",+55 (011) 6797 2042,F
11230,Dr. Ravi Gomes,472.815.630-35,1957-06-06,"Lago de Abreu, 18",(081) 0798 7417,F
71557,Eloah Ramos,932.580.461-15,1973-01-30,"Trecho de Souza, 99",(084) 8718 2282,F
78269,Dra. Alana Pimenta,735.012.864-90,1979-03-09,"Distrito de Costela, 49",(021) 9726 3754,F
27071,Pedro Silva,392.867.015-86,1949-11-30,"Praia de Peixoto, 25",+55 (084) 0580 9517,M
8895,Aylla Cirino,642.739.018-03,1997-12-28,"Distrito de Garcia, 14",+55 (061) 4270 9773,M
37647,Sra. Clara da Mota,782.916.435-55,1910-04-16,"Largo de Freitas, 61",71 7404 0198,M
73410,Nina Oliveira,982.017.543-79,1932-06-12,"Vale Luiz Henrique Gonçalves, 48",+55 84 0171 0352,M
68964,Maria Eduarda Santos,105.849.726-01,1923-11-18,"Esplanada Nascimento, 162",+55 11 9063 9040,M
16059,Bianca Rocha,482.350.961-70,2023-10-26,"Chácara de Pimenta, 7",0300-660-2648,F
3783,Olívia Azevedo,082.693.714-40,1926-10-22,"Largo de da Conceição, 39",61 2226-7221,M
51350,Erick Pacheco,789.164.205-20,1984-07-09,"Viela de Nunes, 654",+55 81 7337-2685,M
92860,Danilo Leão,637.248.091-31,1951-12-31,"Travessa Gomes, 76",+55 (071) 3027-1668,F
12050,Sr. Daniel Albuquerque,053.724.918-41,1996-04-02,"Praça Teixeira, 76",(011) 5948-9603,M
93957,Ravi Lucca Vieira,625.917.034-34,1934-06-24,"Viaduto Maria Liz Cardoso, 98",+55 (071) 7160-5111,M
272,José Miguel Machado,187.635.209-40,1947-04-17,"Largo de Silva, 10",+55 81 2794-4031,F
69605,Brenda Mendonça,167.942.350-99,1959-04-11,"Morro Apollo Nascimento, 59",(021) 6039 9215,F
7322,Luan Correia,431.805.926-05,1973-07-27,Quadra Júlia Sá,+55 11 8471 9903,M
97371,Dra. Nina Sá,246.783.501-44,1994-08-22,"Núcleo de Aparecida, 69",(041) 4089 1321,M
53438,Bárbara Câmara,019.362.584-98,2019-05-31,Área Anthony Gabriel Nogueira,+55 (011) 0935 2665,M
93989,Igor Vieira,345.167.289-82,1997-12-03,"Feira Antônio da Mata, 94",(051) 9084 0330,F
53393,Maria Cecília Silva,389.450.217-79,1949-04-27,Lagoa Dias,+55 11 8173-8403,M
40897,Sr. Isaac Cirino,964.783.521-37,1929-11-27,"Estrada Machado, 918",(081) 5893-4060,M
48316,Sr. Marcos Vinicius Teixeira,345.762.918-82,1933-07-14,"Área Albuquerque, 73",+55 (041) 4182-0425,F
73252,Sr. Diego Costa,379.640.258-56,2008-08-08,"Travessa Carvalho, 783",(041) 3542-9388,F
19947,Matteo Vasconcelos,847.026.391-96,2014-09-06,"Passarela de Porto, 476",0300-546-8340,F
17743,Evelyn Monteiro,214.809.637-04,1941-08-03,Viela Larissa Nogueira,(084) 3378-9935,M
73174,Davi Miguel Pires,572.391.468-55,1980-05-12,"Loteamento de Pimenta, 878",+55 61 5577 1852,F
70423,Liam Teixeira,481.267.509-01,1919-02-11,"Chácara Viana, 27",31 5907-4605,M
58469,Leandro Correia,520.478.136-62,1948-10-17,"Vereda Calebe Guerra, 33",+55 (031) 3283 8495,M
26549,Hadassa Lima,386.709.254-00,2021-05-11,"Largo Clarice da Rosa, 62",0300 521 5400,F
72731,Luiz Gustavo Ribeiro,827.910.634-04,1977-08-19,"Trevo Ana Liz Pastor, 97",0800 512 7872,M
47520,Sr. Davi Lucca Carvalho,702.635.941-06,1954-03-15,"Sítio de da Mota, 377",(041) 7753 8221,M
42850,Dra. Julia Vasconcelos,062.597.814-58,1985-04-22,"Largo Yago Martins, 48",+55 41 5793-3621,F
63349,Maria Vitória Pires,792.104.635-52,2007-10-11,"Passarela de Moraes, 3",+55 (041) 0962-3994,F
2852,Caleb Aparecida,593.602.417-25,1993-03-20,Avenida de Lima,+55 (051) 0237-3635,M
89,Enzo Gabriel Ribeiro,253.486.179-46,1933-02-19,"Vale Dias, 99",+55 61 7587-9820,M
16936,Luiz Henrique Silva,863.729.451-00,1977-08-26,"Vereda Alves, 14",(071) 4863 2568,M
70220,Sra. Jade Jesus,270.964.351-07,1991-03-31,Largo Gustavo Henrique Andrade,+55 21 4284-8137,M
93912,Juan Montenegro,730.241.869-13,1985-12-17,"Chácara de Araújo, 56",61 9991 1649,M
35160,Luiz Fernando Souza,194.368.507-00,1979-04-04,"Morro Beatriz Pimenta, 446",(041) 0577 4269,M
65549,Stephany da Conceição,217.680.934-31,2005-01-18,"Pátio de Sá, 27",+55 41 7597-7414,M
48871,Nina Pires,750.396.428-65,1949-02-19,"Colônia de Porto, 39",0500 921 7947,F
79874,Felipe Caldeira,715.604.293-99,1986-10-30,"Passarela de Araújo, 35",+55 71 7158 2886,F
42445,Maria Laura Sá,382.605.419-98,1986-10-17,Ladeira Antônio Caldeira,+55 (021) 8470 8933,F
61042,Nathan Novais,671.438.025-90,1953-10-31,"Passarela de Casa Grande, 42",(084) 6913 7671,M
46147,Bruna Aparecida,689.251.403-06,1951-05-24,"Setor Fogaça, 5",+55 (061) 2195-2590,M
10599,Dr. Dom Sousa,932.647.501-80,2009-11-26,"Área Souza, 917",+55 31 0208-6141,M
61555,Fernanda Melo,458.671.230-90,1972-11-30,"Praia das Neves, 67",+55 (084) 1808 7259,F
30035,Maria Flor Aragão,569.042.183-98,1973-11-24,"Passarela Cauê Cunha, 9",+55 31 1266 2939,F
60453,Anna Liz Sales,739.084.512-05,1974-07-14,"Morro de Sá, 35",+55 (071) 7916-7464,F
48866,Anthony Borges,761.903.824-87,1946-11-28,"Praia de Castro, 5",+55 (011) 8800-9953,F
30059,Raul Viana,059.824.613-42,1923-02-04,"Lagoa de Nascimento, 23",51 1537 2625,M
49690,Sra. Isadora Marques,028.915.374-32,1946-04-16,"Pátio Sales, 52",(011) 0346 4303,F
37131,Dr. Rodrigo Porto,409.153.287-04,1956-05-20,"Estrada Amanda Moura, 579",(021) 9116 0983,F
8700,Gael Novais,580.396.714-93,2012-05-28,"Viaduto Caio Cirino, 56",+55 31 6817-1045,F
69334,Arthur Costa,049.587.621-67,2018-02-03,"Avenida de Carvalho, 330",84 9328 5823,M
46619,Laís Pastor,439.517.802-23,1970-01-31,"Alameda Davi Luiz da Conceição, 40",+55 21 1977-1019,M
2388,Yan da Cunha,541.203.867-08,1983-02-23,"Aeroporto de da Mota, 34",+55 21 3936-0810,M
49844,Liz da Mata,647.193.285-55,2016-03-13,"Morro de Oliveira, 468",+55 51 3572 6800,F
66199,Nicole da Rocha,728.649.031-13,1963-04-10,"Feira Machado, 402",31 5412-1279,M
50657,Maria Julia Vieira,832.695.107-21,1990-11-19,Trecho de Barros,+55 11 2550 7491,M
89798,Nina Cavalcante,298.410.657-11,1967-08-10,Distrito da Mota,+55 (071) 9688-5500,M
11266,Daniela da Cunha,784.953.062-47,1931-10-02,Avenida Monteiro,(084) 1506-7317,M
88148,Sr. Léo Aparecida,701.649.832-87,1926-10-04,"Passarela de Silveira, 1",11 4733 2866,M
32774,Arthur Aragão,603.482.759-00,1910-03-15,"Pátio das Neves, 52",+55 (071) 6106 0148,F
35112,Renan Freitas,702.964.351-80,1992-06-06,"Favela Castro, 17",31 2132 6549,M
90485,Dr. Davi Lucca Fernandes,024.761.358-44,1939-12-14,"Aeroporto Ferreira, 1",+55 71 9626 8667,M
51858,Dra. Pietra Pacheco,189.570.246-11,1910-12-19,"Recanto Rodrigues, 7",+55 (071) 3047 1219,M
27756,Dra. Marina Marques,217.459.680-67,1976-04-08,"Colônia de Rodrigues, 49",(084) 2307 7012,F
31318,Cauã Cassiano,428.907.136-87,1948-12-19,Alameda Raul Gonçalves,+55 (084) 4415-1346,F
85177,Mathias Martins,349.568.027-65,1917-05-05,Viaduto de Azevedo,84 0420 6155,M
35920,Maria Helena Teixeira,526.419.703-25,2012-11-20,"Setor Albuquerque, 25",0900-786-9778,F
15147,Manuella Casa Grande,795.184.630-93,1967-06-24,"Viaduto Sofia Pastor, 373",+55 21 0627 1967,F
67016,Pietro Fernandes,786.309.541-75,1998-04-10,"Lagoa Danilo da Mota, 1",(051) 5468 6660,M
49420,Ana Luiza Brito,734.960.158-10,2013-12-29,Viaduto de Cunha,+55 (041) 8221-7949,F
64700,Rafaela Casa Grande,980.723.614-22,1977-12-12,"Trevo Peixoto, 50",0300 842 2423,F
49785,Fernanda da Rocha,560.874.291-58,1978-08-01,"Via Cavalcante, 979",11 1868-1945,F
31547,Fernando Viana,032.967.584-29,1990-12-27,"Rua João Felipe Campos, 13",(011) 0472-8074,F
41242,Maria Alice Ribeiro,390.154.267-16,1977-05-20,"Morro de Azevedo, 39",+55 41 2701-1426,M
53518,Dr. Rael Ferreira,274.183.065-71,1998-01-20,"Rua de Fernandes, 679",(031) 5339-5075,M
72459,Bruna Rios,893.065.241-70,1978-03-13,"Ladeira Freitas, 46",+55 (081) 6526-4411,M
43767,Vicente Rodrigues,098.217.654-67,1957-05-30,"Estação Lucas Gabriel Almeida, 6",51 7714 2858,M
58359,Marcela Dias,207.168.359-59,1910-04-26,"Conjunto de Macedo, 85",11 1370 2050,F
25828,Manuela Fonseca,739.405.186-20,1964-03-16,"Favela Laura Macedo, 75",+55 31 9653-0050,F
75559,Sr. Davi Lucas Cirino,724.356.910-25,2017-12-22,"Viaduto de da Rocha, 8",+55 (011) 2272-7323,M
20359,Hadassa da Cunha,524.317.680-07,1976-07-27,Aeroporto Davi Luiz Camargo,+55 (061) 0954 7012,F
9232,Benjamim Ramos,541.386.902-98,1956-07-24,"Avenida Caldeira, 763",+55 21 4749-5265,M
14069,Isaque Pereira,197.603.542-25,1970-05-17,"Travessa Andrade, 34",+55 (041) 5060 0300,F
5011,Isabela Rezende,832.597.046-47,2016-08-02,"Vila Lavínia Sousa, 87",+55 51 9138 5198,M
45009,Kaique Aparecida,376.250.481-44,1914-12-26,"Sítio Moura, 64",+55 21 2645-3976,F
