idlocacao,inquilino,valor_contrato,vigencia,localizacao,corretor,imovel
25154,Lorenzo Garcia,8499,2022-09-28,"Chácara Marina Almeida, 64
Conjunto Capitão Eduardo
40976396 Montenegro das Pedras / TO",Joaquim da Mata,69536
23937,Davi Lucas da Mata,8217,2023-08-19,"Trevo de Souza, 241
Barão Homem De Melo 1ª Seção
73261203 da Mata / RS",Vicente Montenegro,68764
15822,Thomas Caldeira,18429,2023-08-29,"Colônia Pinto, 65
Mineirão
94184515 Silva / MA",André Teixeira,44878
97057,Ravi da Cruz,9612,2024-08-08,"Viela de Teixeira, 46
Nova America
47558492 Siqueira / AC",Bryan Pereira,51780
11518,Nicolas Aparecida,13380,2023-11-19,"Viaduto Manuela Barros, 2
Apolonia
38468-785 Camargo da Mata / SC",Raquel da Costa,57099
22969,Luiz Felipe Barbosa,3676,2022-02-04,"Feira de Sousa
Comiteco
44882505 Azevedo / AP",Agatha Andrade,13878
68012,Enrico Barros,4388,2023-05-22,"Vale de Lopes
Nova Cachoeirinha
21909-952 Casa Grande / DF",Heloisa Cavalcante,67862
44221,Gael Ribeiro,12150,2024-05-26,"Colônia Rios, 58
Gameleira
70314550 Rodrigues / MT",Vitória Ferreira,52740
34544,Sra. Stephany Cirino,18223,2023-06-11,"Praia Peixoto, 35
Vila Madre Gertrudes 1ª Seção
33603198 Porto de Aragão / PE",Juan Câmara,94367
43433,Thales Casa Grande,4389,2023-01-29,"Vale Lucas Gabriel Lopes, 521
Bonsucesso
25942406 Rodrigues / SP",Josué Cirino,51472
75503,Danilo Moura,6942,2024-01-13,"Aeroporto Luana Moura, 9
Ipiranga
60248-795 Correia do Sul / PA",Antônio Vasconcelos,48637
78643,Ester Montenegro,8517,2022-12-26,"Viaduto Bárbara Cavalcanti, 28
Conjunto Lagoa
81499-979 Nascimento / RO",Isis da Rocha,84774
53778,Cauê Alves,17746,2022-03-10,"Viaduto Igor Casa Grande, 1
Marieta 2ª Seção
33352-747 Cavalcanti / AM",Juan Jesus,90450
84796,Luiza Machado,9010,2024-07-02,"Área Freitas, 53
União
37393-669 Jesus do Norte / SE",Cauã da Mata,63136
73832,João Gabriel Freitas,16702,2024-06-06,"Loteamento Heloisa Santos, 69
Conjunto Capitão Eduardo
16826-018 Vasconcelos Paulista / MA",Manuela Souza,13181
63201,Antonella Pimenta,4756,2023-07-12,"Loteamento Carvalho, 304
Vila Fumec
45300-986 Castro de Abreu / MT",João Lucas Albuquerque,83301
84009,Maria Laura Aparecida,5153,2023-03-25,"Residencial de Ramos, 80
Conjunto Lagoa
89765-599 Sales / TO",Cauê Melo,13845
16123,José Miguel Fernandes,13483,2024-09-29,"Residencial Gabriel Macedo, 2
Vila Betânia
37749-795 Castro da Serra / TO",Maria Liz Montenegro,48342
57359,João Gabriel Guerra,16239,2023-08-10,"Lagoa de Camargo, 41
Vila Nova Dos Milionarios
33783-775 Fernandes Grande / PA",Luiz Otávio Dias,60056
95091,João Lucas Macedo,7923,2023-05-13,"Praça Vasconcelos, 1
Nazare
12932-561 Cavalcanti do Campo / RN",Raquel Aragão,4675
95754,Ana Casa Grande,6532,2024-11-21,"Largo de Nogueira, 2
Pirineus
64494-544 da Rocha Paulista / PI",Emanuella da Cunha,29459
61053,Otávio Aparecida,16161,2024-04-02,"Fazenda Sarah Pereira
Alípio De Melo
01368-603 Costa / RO",Arthur Miguel da Paz,40162
76456,Amanda Cardoso,6551,2023-08-08,"Morro Arthur Gabriel Oliveira, 58
Califórnia
44269-086 Barros das Pedras / RJ",Gael Silveira,58671
33230,João Felipe Montenegro,9248,2024-06-18,"Pátio da Paz, 52
São Bento
30410-900 Azevedo de Almeida / MS",Sr. Lucas Gomes,38038
45870,Caio Abreu,6857,2022-12-08,"Rua de Borges, 75
Nossa Senhora Aparecida
29367-459 da Conceição / DF",Hellena Melo,91509
5365,Diego Monteiro,2361,2022-09-12,"Praia Fernandes, 50
Ambrosina
20448-697 Costa / SE",Dra. Alícia Aparecida,30024
79416,José Garcia,10700,2024-05-11,"Campo de da Rocha, 86
Beira Linha
90911488 Porto Verde / RN",Mariana Guerra,19191
64306,Kaique Nunes,17686,2022-05-22,"Vereda de Pimenta, 80
Vila União
57247-902 Mendonça / DF",Vitória da Costa,33891
28948,Dr. Liam Campos,10230,2024-10-16,"Campo de Farias
Vila Antena Montanhês
35104-033 Fogaça Alegre / RS",Brayan Ribeiro,8310
13962,Heloísa Pires,8012,2022-05-26,"Viela de Novaes
Satelite
53342603 Montenegro de Sales / MS",Samuel Vargas,4786
63507,Joaquim Novais,4774,2023-05-11,"Conjunto Davi Lucas da Cunha, 32
Pindura Saia
74641-086 da Cunha / AL",Júlia Pires,24507
25449,Giovanna Brito,14470,2024-10-11,"Área da Rocha, 5
Conjunto Providencia
73456-516 Pereira / RR",Dra. Beatriz Monteiro,43069
94939,Cecília Guerra,5286,2024-09-20,"Estrada de Correia, 15
Itatiaia
47225633 Sampaio de Sousa / RR",Ana Nogueira,56658
44374,Milena Pinto,9700,2022-01-25,"Vila de Caldeira, 31
Novo São Lucas
95955525 Cunha / PR",Benjamim Novais,64767
78131,Alice Brito,14461,2024-04-16,"Viaduto Caleb Rodrigues
Maria Tereza
33716075 Câmara / MT",Joana Siqueira,42019
35729,Arthur da Rosa,9666,2021-12-07,"Recanto Ana Sophia Pastor, 28
Cardoso
16068421 Azevedo / TO",Jade Araújo,38613
73711,Luiza Rodrigues,4013,2024-08-07,"Largo Almeida, 68
Unidas
33076-012 Marques da Serra / SC",Matheus Dias,97800
14572,Nathan Pacheco,6627,2024-11-09,"Conjunto Pimenta, 2
Madre Gertrudes
94522-823 Monteiro / PA",Srta. Eloah Araújo,27684
67665,Nina Macedo,1961,2024-05-18,"Passarela Freitas, 5
Salgado Filho
64869-758 Alves Verde / ES",Davi Miguel Ferreira,94289
72842,Emilly Pastor,10430,2023-08-12,"Jardim José Pedro Abreu, 71
Maria Goretti
61704784 Pimenta / SC",Hellena da Luz,20960
70500,Dra. Letícia da Mata,7603,2024-03-04,"Largo Duarte, 69
Vila Madre Gertrudes 2ª Seção
92116753 Jesus de Montenegro / SE",Ana Julia Moraes,83049
66110,Fernando Novais,1338,2022-05-25,"Fazenda Mateus Marques
São Marcos
76615-378 Ramos de Cardoso / MT",Otto Lopes,15401
3963,Luiz Felipe Teixeira,6357,2023-09-08,"Vereda Sousa, 341
Santa Monica
53255-454 Peixoto / MT",Maria Helena Leão,42978
37192,Nicolas da Paz,11043,2023-07-09,"Loteamento Guilherme Almeida, 811
Califórnia
41751-148 Nogueira / PB",Ana Sophia Campos,76381
76428,Pedro Henrique Vasconcelos,11008,2023-09-11,"Largo Freitas, 7
Zilah Sposito
85848-723 Azevedo das Flores / BA",Henry Gabriel Borges,15609
14257,Gustavo Henrique Aparecida,11289,2023-03-09,"Jardim de Santos, 4
Boa Vista
07294-209 Pereira do Norte / AM",Clarice Dias,24299
64956,Davi Lucas Leão,13520,2022-03-22,"Quadra de Rios, 75
Vila Santo Antônio
32920864 Freitas / SC",Olivia Pires,93554
62266,Daniel Fogaça,10543,2022-09-29,"Lagoa da Costa, 551
Bandeirantes
47740-816 Andrade do Galho / RJ",Bárbara da Conceição,99129
54862,Enzo Santos,3032,2024-07-24,"Campo de Cirino, 712
Jardim Atlântico
22835951 Santos do Sul / ES",Sra. Daniela Rocha,54154
43418,Srta. Maria Cecília Santos,10359,2023-07-06,"Rodovia Caleb Nogueira, 2
Europa
94194322 Pereira da Mata / RN",Bruna Aragão,53214
4155,Gabrielly Aparecida,11892,2022-12-24,"Colônia Allana Araújo, 66
Vila União
03999-676 Porto do Amparo / CE",Henry Gabriel da Mota,98138
54947,Lucas Gabriel Vieira,8608,2023-07-11,"Condomínio de Pacheco, 18
Antonio Ribeiro De Abreu 1ª Seção
76279691 Rodrigues de da Luz / RN",Gabriel Gonçalves,66267
72587,Maitê Siqueira,7926,2024-07-19,"Travessa Thiago Cirino, 50
São Marcos
48355-372 da Cruz de Cunha / SE",Enzo Gabriel Vargas,43487
11553,Antônio Pimenta,10694,2022-07-21,"Sítio Asafe Silveira, 69
Vila Da Luz
20660-564 Câmara do Galho / RJ",Sr. Yago Duarte,93406
93457,Noah Oliveira,14484,2023-02-18,"Vila Theodoro Martins, 78
Vila Trinta E Um De Março
80321435 Sá / SP",Yuri Fonseca,66726
81390,Sr. Luiz Henrique da Cruz,18551,2023-03-12,"Lago Ana Cecília Guerra, 91
Vista Alegre
71707093 Guerra Verde / DF",Breno Mendonça,373
49580,Beatriz Martins,14181,2023-11-12,"Campo Heloísa Nascimento, 99
Engenho Nogueira
79185-793 Viana / PE",Benício Vargas,39897
46334,Dr. Ian Sales,11196,2022-11-07,"Feira Mendonça, 19
Outro
76375916 Pinto / SC",Gabriela Moraes,52912
34295,Valentina Aragão,4519,2024-11-12,"Loteamento de Siqueira, 651
Pantanal
09427206 Azevedo da Praia / PR",Levi Campos,30896
18517,Calebe Barbosa,11253,2023-03-15,"Trecho de Campos, 45
Casa Branca
80774-531 Lopes / DF",Thomas Barbosa,10113
54773,Apollo Sá,8450,2024-05-06,"Aeroporto de Mendes, 827
Monsenhor Messias
07440-407 Leão / GO",Sr. Erick da Mota,96837
72186,Antonella Viana,14776,2022-04-03,"Colônia Ana Nogueira, 542
Morro Dos Macacos
35173-402 Alves / PR",Lívia Fogaça,47534
99444,Maria Isis Mendes,2024,2022-06-08,"Alameda Costela, 15
Granja De Freitas
54172379 Rodrigues / TO",Melissa da Rocha,86507
55826,Sr. Ryan Ferreira,5424,2022-02-18,"Setor de Teixeira, 6
Petropolis
77420105 Lima / PA",Marina Vieira,48577
34847,Arthur Gabriel Costela,14146,2023-11-15,"Lago de Moura, 8
Conjunto Floramar
37305471 Sales / MA",Matheus Guerra,54479
34008,Vitória Costa,14144,2022-07-29,"Estação Sousa, 116
João Alfredo
94778-574 Vasconcelos / GO",Danilo Barbosa,75014
70165,Théo Leão,16542,2024-08-10,"Jardim Ribeiro, 47
Camponesa 2ª Seção
90782-635 Fernandes de Minas / BA",Leonardo Cardoso,82389
23715,Srta. Isabella Aparecida,13495,2024-08-11,"Distrito de Monteiro, 95
Pousada Santo Antonio
71417-786 Gonçalves da Prata / RS",Pedro Miguel Barbosa,15569
46162,Clarice Leão,7389,2023-07-28,"Morro Levi Melo, 23
Centro
04524-809 Mendonça / CE",Allana Campos,27391
91322,Sr. Thales Oliveira,1699,2024-10-28,"Núcleo de Monteiro, 797
Floramar
92100-453 Almeida / GO",Felipe da Mata,6746
41642,Cauê Caldeira,5736,2022-02-26,"Esplanada Costela, 65
Santa Inês
62948987 Casa Grande / MA",Calebe da Cruz,57009
18124,Mateus Porto,18443,2024-01-16,"Vale de Gonçalves
Vila Puc
42046-255 Cassiano do Norte / BA",Anna Liz da Mota,22267
14407,Gabriel Nogueira,13633,2022-12-26,"Trevo Nicolas Melo, 821
Beija Flor
29601-702 Barros Alegre / PB",Olivia Silveira,78764
17972,Levi Azevedo,8296,2022-10-13,"Vale Daniela Pinto, 94
Estoril
86971057 Silveira / AL",Luana Rodrigues,39644
88784,Beatriz da Cunha,10847,2022-03-22,"Feira Ramos, 41
Mangabeiras
61516095 Pimenta da Praia / CE",Juliana Silveira,19412
84337,Srta. Heloísa da Luz,4196,2022-11-11,"Pátio Borges
Vila Nova Cachoeirinha 3ª Seção
90034-685 Lopes / DF",Daniel Costa,69742
68524,Pietro Cunha,1603,2024-09-07,"Feira Guilherme Brito, 45
Dom Silverio
67129353 Moraes / ES",Dr. Isaque Farias,67614
62276,Dr. Renan Peixoto,12637,2023-01-26,"Quadra Albuquerque, 6
Vila Ipiranga
54340335 Rios / PB",João Miguel Pires,47639
21470,Sr. Raul Cavalcanti,2481,2023-11-17,"Conjunto Peixoto, 1
Novo Tupi
61605852 Cirino de Cunha / AM",Maria Clara Albuquerque,42531
69753,Emilly Sampaio,9802,2022-04-05,"Via de Albuquerque, 3
Vila Boa Vista
37545470 Nunes / ES",Antonella Aparecida,59528
88787,Maria Vitória Novaes,11616,2024-03-11,"Lago de Pinto, 4
Monte Azul
51987620 Câmara / PB",Dr. Rael Vargas,37546
11942,Joana Macedo,14589,2023-07-14,"Colônia Juan Freitas, 5
Santo André
81193-652 Campos / RO",João Felipe Aragão,46418
32875,Pedro Henrique Viana,3137,2024-02-17,"Alameda de Pereira
Vila Batik
33218-840 Machado do Campo / MT",Lara Rocha,22196
55100,Raul Rocha,10597,2024-02-01,"Estação Enrico Leão, 78
Vila Real 2ª Seção
14151-905 Pinto / CE",Bella Moraes,51823
60724,Sra. Ana Lívia Rodrigues,4022,2022-05-24,"Campo de Nascimento, 96
Esperança
69614642 Rodrigues Verde / PR",Davi Lucca Mendonça,53920
65397,Caroline Azevedo,17045,2021-12-20,"Trecho Pimenta, 98
Itaipu
83528284 Carvalho / SP",Thomas Machado,13621
37160,Maysa Campos,6994,2022-05-21,"Conjunto Fernanda Almeida, 7
Ademar Maldonado
17373773 Duarte Paulista / BA",Davi das Neves,4265
32929,Miguel Silveira,12196,2021-12-23,"Fazenda Pedro Lucas da Luz, 20
Urca
61264-623 da Mota de Minas / PE",João Guilherme Gonçalves,78371
91019,Noah Viana,15085,2024-01-25,"Favela Marcos Vinicius Aparecida, 41
Vila Barragem Santa Lúcia
64839860 Pastor da Mata / RR",Luara Souza,26707
60542,Yan Pereira,1716,2023-01-12,"Campo Léo Rios, 91
Cônego Pinheiro 2ª Seção
56772-231 Viana / AL",Letícia Rios,57831
67350,Ana Freitas,17853,2022-06-20,"Ladeira de Sales, 9
Vila Nova Cachoeirinha 3ª Seção
60933-280 Camargo da Prata / MT",Eloah Rocha,35065
95602,Murilo Cardoso,10378,2022-08-31,"Núcleo de Monteiro, 95
São Cristóvão
33023-986 Cavalcanti / RS",Apollo Garcia,48650
95915,Dra. Natália Jesus,16073,2024-06-12,"Trevo de Rios, 36
Canadá
87382567 da Paz / MT",Bruno da Mata,71287
6770,Brayan Silva,6314,2023-06-19,"Chácara Leão, 563
Jardim Montanhês
84215-692 Cavalcanti / PE",Srta. Isadora Rios,9152
87850,Dra. Daniela Peixoto,7509,2023-05-20,"Lago Santos
Ipe
36797-528 da Conceição / TO",Maria Eduarda Lopes,94382
23010,Murilo Alves,2253,2022-06-09,"Estação Brayan Caldeira, 49
Novo São Lucas
85639-828 Casa Grande / MG",Daniel Casa Grande,99062
87712,Marcelo Pimenta,3251,2023-05-24,"Residencial de Jesus, 61
Liberdade
43606945 Marques Paulista / SP",João Pedro Macedo,37055
97763,Diego Porto,4074,2022-07-03,"Trevo de Brito, 95
Atila De Paiva
99058629 Duarte de Caldeira / MS",Matheus Vieira,84490
73306,Dante Andrade,10797,2023-03-08,"Aeroporto Jade Ramos, 94
Vila Canto Do Sabiá
18094133 Vargas / MG",Sra. Ana Clara Aragão,93099
888,Luiz Miguel Nascimento,17728,2022-03-07,"Feira Correia, 32
Pirineus
99333-768 Correia do Sul / MG",Arthur Miguel Cassiano,41851
21699,Maria Julia da Paz,1096,2023-06-17,"Área de Vargas, 538
Jardim Do Vale
75141284 Ferreira de Barros / PI",Juliana Machado,92720
13984,Sra. Ana Vitória Abreu,19802,2024-02-19,"Trecho Pedro Henrique Câmara, 71
São Lucas
39431443 Marques de Pinto / AL",Luiz Otávio Monteiro,61327
66374,Luiz Gustavo Leão,8380,2023-08-13,"Recanto Alícia da Paz, 32
Graça
76493673 Costa Paulista / SE",Luiz Henrique Souza,54018
46952,Alice Costa,7336,2024-10-17,"Setor de Mendes, 20
Alto Barroca
27279424 Fogaça de Aragão / CE",Sra. Mirella Rezende,86616
46877,Dr. Murilo Aragão,11933,2022-01-22,"Ladeira de Nunes, 2
São Salvador
44863-969 Barros da Mata / SC",Henrique Alves,97911
33988,Amanda Pires,2922,2024-03-01,"Esplanada Santos, 44
Vila Santo Antônio
18845562 Aparecida de Minas / RO",Ayla Ferreira,88375
30508,Dr. Davi Pinto,18385,2022-09-16,"Praia de Borges, 90
Serra Do Curral
36849883 Almeida das Flores / AL",Arthur Miguel Camargo,91312
50706,Cecilia Correia,14177,2022-11-09,"Viela Lívia Vieira, 12
Madre Gertrudes
58990-011 Cavalcanti / SC",Anna Liz da Luz,87913
52107,Mathias Fogaça,4699,2023-03-09,"Morro Anthony Vasconcelos, 62
Delta
19006125 Santos / PB",Sra. Aurora Ribeiro,47242
50020,Luiz Henrique Sampaio,11910,2022-01-18,"Rua de Novaes, 94
Lindéia
57322-824 Teixeira / PE",Maria Liz Leão,28853
24046,Maya Pereira,2525,2024-06-09,"Trevo de Cavalcanti, 900
São Tomaz
69392252 Costa / AP",Lara Almeida,65492
49878,Gabriela da Paz,8991,2022-02-24,"Vila Rebeca Farias, 66
Vila Havaí
57490818 Santos do Galho / MG",André da Costa,65722
56950,Sra. Sophia das Neves,13415,2021-12-21,"Favela Cauê Abreu, 5
Vila Sumaré
86607-217 Rios do Sul / PE",Sophia Mendonça,45657
51487,Kamilly Rezende,2359,2023-11-21,"Viaduto de Gonçalves, 7
Horto Florestal
29108807 Rodrigues de Lopes / BA",Lucca Azevedo,94243
28713,Dra. Ágatha Câmara,18485,2023-10-16,"Sítio Calebe Leão, 709
Flavio De Oliveira
59772053 da Costa / AL",Giovanna da Luz,63750
27056,José Pedro Alves,2576,2024-10-28,"Setor de Cavalcanti, 29
Marieta 2ª Seção
92663330 Teixeira / GO",Cauê Pimenta,4168
10903,Rhavi Teixeira,3074,2022-10-11,"Praça Luísa Carvalho, 184
São Gonçalo
69171867 Caldeira / PE",Marcelo Fogaça,65720
6734,Pietro Barbosa,15275,2023-02-19,"Campo Lima, 71
Vila Das Oliveiras
78213-798 Mendonça / AM",Ana Lívia Farias,61974
79675,Júlia Farias,17286,2023-09-22,"Trecho de Pinto, 47
Independência
27689-591 Pastor da Prata / CE",Sra. Eduarda Araújo,10606
10111,Dr. Vinícius Nogueira,17703,2022-05-21,"Núcleo de Azevedo, 64
Vila Canto Do Sabiá
28657-254 Nunes do Galho / PA",Maria Júlia Siqueira,72293
21778,Rebeca Sales,5830,2022-10-04,"Campo Mathias Pimenta, 51
Vila Da Luz
54645-290 da Cunha do Sul / RN",Gustavo Henrique Borges,35972
53312,Sra. Allana da Costa,4771,2023-11-06,"Setor de Cunha, 2
Maria Virgínia
00357-999 Siqueira dos Dourados / AM",Alexandre Casa Grande,48191
12001,Ian Rodrigues,2102,2024-10-06,"Largo de Sampaio, 34
Coração Eucarístico
39089-223 Pires das Flores / PB",Srta. Maria Fernanda Cunha,61734
31539,Benicio Cirino,2529,2022-06-15,"Trevo Pietra Lima, 758
Xodo-Marize
37839572 Dias / GO",Dra. Agatha Silveira,94445
70341,Pietro Cavalcanti,14368,2022-03-22,"Trevo de Moura, 3
Vila São Dimas
52931041 Gomes / CE",Caleb Moura,96344
11739,Manuela Barros,17006,2022-12-02,"Lago Larissa Ribeiro, 802
Vila Madre Gertrudes 3ª Seção
68139-724 Nascimento do Galho / BA",Bárbara Pinto,91358
539,Amanda Pinto,13091,2024-07-15,"Vila Cunha, 5
Vila Paris
44703551 Porto de Rocha / SP",Sr. Luiz Gustavo Ramos,22106
25323,Carlos Eduardo Viana,13195,2023-05-30,"Fazenda Sousa, 99
Vila Cemig
28454531 Borges dos Dourados / BA",Samuel Albuquerque,69608
90795,Renan da Cruz,12760,2022-10-07,"Travessa de da Conceição, 91
Vila Satélite
60773375 Nunes do Campo / SP",Sr. Igor Pinto,39086
37728,Anna Liz Martins,11229,2024-05-16,"Avenida Gonçalves, 72
Granja De Freitas
42689816 Sousa Alegre / CE",Vitor Cavalcante,98906
46243,João Felipe Machado,15253,2024-02-25,"Colônia Gomes, 15
Vila Formosa
01496926 Cardoso da Mata / RJ",Rebeca Castro,8931
68290,Srta. Manuella Lima,8715,2023-07-31,"Sítio de Pinto, 607
Calafate
69381585 da Mata da Mata / BA",Gustavo Henrique Cassiano,9537
36197,Sr. Kaique Rodrigues,14881,2024-02-18,"Viela Pires
Ventosa
97316-948 Rocha do Amparo / BA",Srta. Ana Beatriz Albuquerque,6044
72770,Vicente Cassiano,9973,2024-02-25,"Lago de Pinto, 92
Vila Copasa
96295-860 Viana do Norte / AP",João Vitor Fonseca,27024
57371,Kaique Oliveira,12738,2022-05-22,"Distrito de Ramos, 46
Vila Aeroporto
16237-066 Souza Paulista / PI",Isabella Casa Grande,2693
2657,Kevin da Conceição,13521,2023-09-27,"Viaduto de Brito, 507
Vila Maloca
83157-418 Cunha de Goiás / RR",Matheus Rodrigues,21157
69066,Brayan Castro,2243,2023-02-24,"Rodovia de Ramos, 2
Nossa Senhora De Fátima
17755350 Cavalcante da Prata / PA",Ágatha Nunes,645
71795,Maria Sophia Silveira,10418,2023-05-13,"Rua Novais, 22
Vila União
75722-825 Duarte do Oeste / AL",Juan Novais,58219
98930,Miguel Moraes,12208,2023-07-21,"Travessa Borges, 431
São Jorge 1ª Seção
98861-029 Sampaio / RR",Lucas Gabriel Rezende,71485
99930,Sarah Borges,12569,2023-04-28,"Esplanada Nogueira, 21
Lagoinha
27359373 da Paz de Sales / MT",Sra. Maria da Luz,51032
90871,Maya Costela,12406,2024-03-18,"Vila de Moreira, 6
Madri
83065693 Moraes dos Dourados / PI",Julia Freitas,3757
27992,Daniela Sousa,2187,2023-04-13,"Estrada de Andrade, 570
Novo Ouro Preto
15926152 Azevedo / RN",Maria Laura Marques,63830
45965,Léo Macedo,14892,2022-04-14,"Viaduto Sousa, 42
São João
19033-593 Monteiro / TO",Thales Macedo,99835
52273,Matteo Camargo,13182,2022-03-26,"Conjunto Rios, 58
Laranjeiras
40461-563 Vasconcelos / RJ",Dra. Isabella Oliveira,62153
4540,Brenda Souza,15617,2022-02-11,"Quadra Natália Freitas, 425
Gutierrez
08823-786 Carvalho de Minas / AP",Maria Luiza Pimenta,28720
45347,Dr. Arthur Gabriel Ramos,9866,2021-12-16,"Distrito Moreira
Mineirão
28308-620 Montenegro / SP",Manuella Barbosa,54810
76492,Luiz Gustavo Aragão,9227,2024-11-22,"Condomínio de Dias, 5
São Jorge 2ª Seção
66914249 da Paz de Dias / PR",Isis Fernandes,69905
18716,Augusto Sá,6499,2022-05-03,"Praia Cauê Albuquerque
Vila São Rafael
20627-978 Barbosa / CE",Maria Sophia Nogueira,40560
72250,Helena Novais,12547,2024-02-25,"Núcleo Yago Pastor
Colégio Batista
87445-907 Pires / AC",Ana Júlia Fogaça,67688
25316,Dr. Guilherme Araújo,19984,2024-10-27,"Vereda Allana Moura, 65
São Jorge 3ª Seção
97137837 Fernandes / SE",Milena Vargas,60428
37570,Srta. Carolina Jesus,2743,2024-01-26,"Distrito Diogo Carvalho, 36
Vila Cloris
90743388 Nunes / SC",Vitor Gabriel Sá,84941
22574,Lara Rezende,1061,2022-12-16,"Fazenda de Azevedo, 1
Bonsucesso
17090993 Rodrigues / RO",Carlos Eduardo Gonçalves,9322
75768,Dante Moura,8284,2024-08-12,"Conjunto Vasconcelos, 325
Goiania
82968-023 Rocha / AP",Bruna Azevedo,40948
50839,Sr. Paulo Freitas,17081,2022-07-10,"Vereda de Azevedo, 868
Jardim Felicidade
37353-716 Carvalho / MG",Stephany Viana,78601
3392,Raul Vasconcelos,8224,2022-01-04,"Núcleo Costa, 34
Vila Da Paz
62558-651 Costela de Almeida / PE",Mariana Sousa,62197
12587,Dra. Ísis Moura,7775,2022-06-12,"Via Marcela da Mata, 461
Vista Do Sol
69569-091 Casa Grande do Galho / AC",Dra. Agatha da Conceição,4572
87921,Luiz Felipe Dias,7857,2023-08-28,"Parque Leonardo Melo, 83
Solimoes
49742301 da Cunha da Mata / AP",Kaique Ramos,758
